Timestamp;Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z;Rotation.w
09:22:48.554928;0;0;0;0;0;0;1
09:22:50.019268;0;0;0;0;0;0;1
09:22:50.041268;0;0;0;0;0;0;1
09:22:50.041268;0;0;0;0;0;0;1
09:22:50.054244;0;0;0;0;0;0;1
09:22:50.066244;0;0;0;0;0;0;1
09:22:50.067245;0;0;0;0;0;0;1
09:22:50.082244;0;0;0;0;0;0;1
09:22:50.095877;0;0;0;0;0;0;1
09:22:50.109877;0;0;0;0;0;0;1
09:22:50.122877;0;0;0;0;0;0;1
09:22:50.122877;0;0;0;0;0;0;1
09:22:50.136878;0;0;0;0;0;0;1
09:22:50.151877;0;0;0;0;0;0;1
09:22:50.165878;0;0;0;0;0;0;1
09:22:50.179877;0;0;0;0;0;0;1
09:22:50.179877;0;0;0;0;0;0;1
09:22:50.192877;0;0;0;0;0;0;1
09:22:50.205877;0;0;0;0;0;0;1
09:22:50.220877;0;0;0;0;0;0;1
09:22:50.233877;0;0;0;0;0;0;1
09:22:50.233877;0;0;0;0;0;0;1
09:22:50.247876;0;0;0;0;0;0;1
09:22:50.262877;0;0;0;0;0;0;1
09:22:50.275876;0;0;0;0;0;0;1
09:22:50.290877;0;0;0;0;0;0;1
09:22:50.290877;0;0;0;0;0;0;1
09:22:50.302878;0;0;0;0;0;0;1
09:22:50.317879;0;0;0;0;0;0;1
09:22:50.331877;0;0;0;0;0;0;1
09:22:50.344876;0;0;0;0;0;0;1
09:22:50.345877;0;0;0;0;0;0;1
09:22:50.359877;0;0;0;0;0;0;1
09:22:50.373878;0;0;0;0;0;0;1
09:22:50.387877;0;0;0;0;0;0;1
09:22:50.401877;0;0;0;0;0;0;1
09:22:50.401877;0;0;0;0;0;0;1
09:22:50.415877;0;0;0;0;0;0;1
09:22:50.428878;0;0;0;0;0;0;1
09:22:50.442877;0;0;0;0;0;0;1
09:22:50.456877;0;0;0;0;0;0;1
09:22:50.456877;0;0;0;0;0;0;1
09:22:50.471877;0;0;0;0;0;0;1
09:22:50.485877;0;0;0;0;0;0;1
09:22:50.499878;0;0;0;0;0;0;1
09:22:50.499878;0;0;0;0;0;0;1
09:22:50.512876;0;0;0;0;0;0;1
09:22:50.524878;0;0;0;0;0;0;1
09:22:50.540877;0;0;0;0;0;0;1
09:22:50.552877;0;0;0;0;0;0;1
09:22:50.567878;0;0;0;0;0;0;1
09:22:50.567878;0;0;0;0;0;0;1
09:22:50.581877;0;0;0;0;0;0;1
09:22:50.596878;0;0;0;0;0;0;1
09:22:50.608877;0;0;0;0;0;0;1
09:22:50.622878;0;0;0;0;0;0;1
09:22:50.622878;0;0;0;0;0;0;1
09:22:50.636878;0;0;0;0;0;0;1
09:22:50.651878;0;0;0;0;0;0;1
09:22:50.664877;0;0;0;0;0;0;1
09:22:50.678877;0;0;0;0;0;0;1
09:22:50.679877;0;0;0;0;0;0;1
09:22:50.691877;0;0;0;0;0;0;1
09:22:50.705877;0;0;0;0;0;0;1
09:22:50.721878;0;0;0;0;0;0;1
09:22:50.735877;0;0;0;0;0;0;1
09:22:50.735877;0;0;0;0;0;0;1
09:22:50.748877;0;0;0;0;0;0;1
09:22:50.762876;0;0;0;0;0;0;1
09:22:50.776878;0;0;0;0;0;0;1
09:22:50.777878;0;0;0;0;0;0;1
09:22:50.789878;0;0;0;0;0;0;1
09:22:50.803878;0;0;0;0;0;0;1
09:22:50.817878;0;0;0;0;0;0;1
09:22:50.831878;0;0;0;0;0;0;1
09:22:50.845877;0;0;0;0;0;0;1
09:22:50.845877;0;0;0;0;0;0;1
09:22:50.859877;0;0;0;0;0;0;1
09:22:50.873877;0;0;0;0;0;0;1
09:22:50.887877;0;0;0;0;0;0;1
09:22:50.901877;0;0;0;0;0;0;1
09:22:50.901877;0;0;0;0;0;0;1
09:22:50.914876;0;0;0;0;0;0;1
09:22:50.929877;0;0;0;0;0;0;1
09:22:50.943877;0;0;0;0;0;0;1
09:22:50.944876;0;0;0;0;0;0;1
09:22:50.956885;0;0;0;0;0;0;1
09:22:50.969878;0;0;0;0;0;0;1
09:22:50.984877;0;0;0;0;0;0;1
09:22:50.998876;0;0;0;0;0;0;1
09:22:51.010877;0;0;0;0;0;0;1
09:22:51.011878;0;0;0;0;0;0;1
09:22:51.024877;0;0;0;0;0;0;1
09:22:51.038878;0;0;0;0;0;0;1
09:22:51.054877;0;0;0;0;0;0;1
09:22:51.054877;0;0;0;0;0;0;1
09:22:51.068877;0;0;0;0;0;0;1
09:22:51.081877;0;0;0;0;0;0;1
09:22:51.094876;0;0;0;0;0;0;1
09:22:51.109877;0;0;0;0;0;0;1
09:22:51.123877;0;0;0;0;0;0;1
09:22:51.123877;0;0;0;0;0;0;1
09:22:51.136877;0;0;0;0;0;0;1
09:22:51.150877;0;0;0;0;0;0;1
09:22:51.165883;0;0;0;0;0;0;1
09:22:51.165883;0;0;0;0;0;0;1
09:22:51.178876;0;0;0;0;0;0;1
09:22:51.192877;0;0;0;0;0;0;1
09:22:51.207877;0;0;0;0;0;0;1
