Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched;Point`s of stimul`s start time :14:39:51.86041: Delay before stimul appears :0: Velocity :6.519202:
14:39:51.88841;1.5;1.5;6.5;0;0;
14:39:51.90141;1.494444;1.5;6.427778;0;0;
14:39:51.91441;1.488889;1.5;6.355556;0;0;
14:39:51.92841;1.483333;1.5;6.283333;0;0;
14:39:51.92941;1.477778;1.5;6.211111;0;0;
14:39:51.94343;1.472222;1.5;6.138889;0;0;
14:39:51.95841;1.466667;1.5;6.066667;0;0;
14:39:51.97141;1.461111;1.5;5.994444;0;0;
14:39:51.97241;1.455556;1.5;5.922222;0;0;
14:39:51.98541;1.45;1.5;5.85;0;0;
14:39:51.99941;1.444445;1.5;5.777778;0;0;
14:39:52.01241;1.438889;1.5;5.705555;0;0;
14:39:52.03141;1.433334;1.5;5.633333;0;0;
14:39:52.03242;1.427778;1.5;5.561111;0;0;
14:39:52.04341;1.422223;1.5;5.488889;0;0;
14:39:52.05341;1.416667;1.5;5.416667;0;0;
14:39:52.06741;1.411112;1.5;5.344444;0;0;
14:39:52.08341;1.405556;1.5;5.272222;0;0;
14:39:52.08441;1.400001;1.5;5.2;0;0;
14:39:52.09643;1.394445;1.5;5.127778;0;0;
14:39:52.10941;1.38889;1.5;5.055555;0;0;
14:39:52.12217;1.383334;1.5;4.983333;0;0;
14:39:52.13917;1.377779;1.5;4.911111;0;0;
14:39:52.13917;1.372223;1.5;4.838889;0;0;
14:39:52.15118;1.366668;1.5;4.766666;0;0;
14:39:52.16618;1.361112;1.5;4.694444;0;0;
14:39:52.18017;1.355557;1.5;4.622222;0;0;
14:39:52.19317;1.350001;1.5;4.55;0;0;
14:39:52.20717;1.344446;1.5;4.477777;0;0;
14:39:52.20717;1.33889;1.5;4.405555;0;0;
14:39:52.22117;1.333335;1.5;4.333333;0;0;
14:39:52.23517;1.327779;1.5;4.261111;0;0;
14:39:52.24817;1.322224;1.5;4.188889;0;0;
14:39:52.26419;1.316668;1.5;4.116666;0;0;
14:39:52.26419;1.311113;1.5;4.044444;0;0;
14:39:52.27817;1.305557;1.5;3.972222;0;0;
14:39:52.29117;1.300002;1.5;3.9;0;0;
14:39:52.30317;1.294446;1.5;3.827777;0;0;
14:39:52.31817;1.288891;1.5;3.755555;0;0;
14:39:52.31917;1.283335;1.5;3.683333;0;0;
14:39:52.33317;1.27778;1.5;3.611111;0;0;
14:39:52.34517;1.272224;1.5;3.538888;0;0;
14:39:52.36017;1.266669;1.5;3.466666;0;0;
14:39:52.36119;1.261113;1.5;3.394444;0;0;
14:39:52.37517;1.255558;1.5;3.322222;0;0;
14:39:52.38817;1.250002;1.5;3.25;0;0;
14:39:52.40117;1.244447;1.5;3.177777;0;0;
14:39:52.41417;1.238891;1.5;3.105555;0;0;
14:39:52.43012;1.233335;1.5;3.033333;0;0;
14:39:52.43012;1.22778;1.5;2.961111;0;0;
14:39:52.44210;1.222224;1.5;2.888888;0;0;
14:39:52.45610;1.216669;1.5;2.816666;0;0;
14:39:52.47110;1.211113;1.5;2.744444;0;0;
14:39:52.48410;1.205558;1.5;2.672222;0;0;
14:39:52.48910;1.200002;1.5;2.599999;0;0;
14:39:52.49410;1.194447;1.5;2.527777;0;0;
14:39:52.51310;1.188891;1.5;2.455555;0;0;
14:39:52.52610;1.183336;1.5;2.383333;0;0;
14:39:52.54113;1.17778;1.5;2.31111;0;0;
14:39:52.54213;1.172225;1.5;2.238888;0;0;
14:39:52.55510;1.166669;1.5;2.166666;0;0;
14:39:52.56810;1.161114;1.5;2.094444;0;0;
14:39:52.58310;1.155558;1.5;2.022222;0;0;
14:39:52.58410;1.150003;1.5;1.949999;0;0;
14:39:52.59710;1.144447;1.5;1.877777;0;0;
14:39:52.61010;1.138892;1.5;1.805555;0;0;
14:39:52.62249;1.133336;1.5;1.733333;0;0;
14:39:52.63649;1.127781;1.5;1.66111;0;0;
14:39:52.65149;1.122225;1.5;1.588888;0;0;
14:39:52.65249;1.11667;1.5;1.516665;0;0;
14:39:52.66451;1.111114;1.5;1.444444;0;0;
14:39:52.67849;1.105559;1.5;1.372221;0;0;
14:39:52.69249;1.100003;1.5;1.299999;0;0;
14:39:52.70749;1.094448;1.5;1.227777;0;0;
14:39:52.70849;1.088892;1.5;1.155555;0;0;
14:39:52.72217;1.083337;1.5;1.083333;0;0;
14:39:52.73617;1.077781;1.5;1.01111;0;0;
14:39:52.74917;1.072226;1.5;0.9388881;0;0;
14:39:52.76217;1.06667;1.5;0.8666658;0;0;
14:39:52.76317;1.061115;1.5;0.7944436;0;0;
14:39:52.77589;1.055559;1.5;0.7222214;0;0;
14:39:52.79091;1.050004;1.5;0.6499991;0;0;
14:39:52.80589;1.044448;1.5;0.5777769;0;0;
14:39:52.80689;1.038893;1.5;0.5055547;0;0;
14:39:52.81889;1.033337;1.5;0.433332;0;0;
14:39:52.83189;1.027782;1.5;0.3611102;0;0;
14:39:52.84489;1.022226;1.5;0.288888;0;0;
14:39:52.85989;1.016671;1.5;0.2166657;0;0;
14:39:52.87489;1.011115;1.5;0.1444435;0;0;
14:39:52.87589;1.00556;1.5;0.07222128;0;0;
14:39:52.88889;1.000004;1.5;-9.536743E-07;0;0;
14:39:52.90189;0.9944485;1.5;-0.07222319;0;0;
14:39:52.91391;0.9888929;1.5;-0.1444454;0;0;
14:39:52.92984;0.9833373;1.5;-0.2166677;0;0;
