Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched;Point`s of stimul`s start time :14:39:56.40186: Delay before stimul appears :0: Velocity :6.538348:
14:39:56.42986;1.5;1.5;6.5;0;0;
14:39:56.43086;1.494444;1.494444;6.427778;0;0;
14:39:56.44186;1.488889;1.488889;6.355556;0;0;
14:39:56.45686;1.483333;1.483333;6.283333;0;0;
14:39:56.46986;1.477778;1.477778;6.211111;0;0;
14:39:56.48536;1.472222;1.472222;6.138889;0;0;
14:39:56.48699;1.466667;1.466667;6.066667;0;0;
14:39:56.49799;1.461111;1.461111;5.994444;0;0;
14:39:56.51301;1.455556;1.455556;5.922222;0;0;
14:39:56.52699;1.45;1.45;5.85;0;0;
14:39:56.52799;1.444445;1.444445;5.777778;0;0;
14:39:56.54199;1.438889;1.438889;5.705555;0;0;
14:39:56.55399;1.433334;1.433334;5.633333;0;0;
14:39:56.56499;1.427778;1.427778;5.561111;0;0;
14:39:56.58199;1.422223;1.422223;5.488889;0;0;
14:39:56.59599;1.416667;1.416667;5.416667;0;0;
14:39:56.59699;1.411112;1.411112;5.344444;0;0;
14:39:56.61099;1.405556;1.405556;5.272222;0;0;
14:39:56.62499;1.400001;1.400001;5.2;0;0;
14:39:56.63799;1.394445;1.394445;5.127778;0;0;
14:39:56.65299;1.38889;1.38889;5.055555;0;0;
14:39:56.65599;1.383334;1.383334;4.983333;0;0;
14:39:56.66099;1.377779;1.377779;4.911111;0;0;
14:39:56.67799;1.372223;1.372223;4.838889;0;0;
14:39:56.69399;1.366668;1.366668;4.766666;0;0;
14:39:56.69499;1.361112;1.361112;4.694444;0;0;
14:39:56.70799;1.355557;1.355557;4.622222;0;0;
14:39:56.72099;1.350001;1.350001;4.55;0;0;
14:39:56.73599;1.344446;1.344446;4.477777;0;0;
14:39:56.74899;1.33889;1.33889;4.405555;0;0;
14:39:56.76199;1.333335;1.333335;4.333333;0;0;
14:39:56.76299;1.327779;1.327779;4.261111;0;0;
14:39:56.77699;1.322224;1.322224;4.188889;0;0;
14:39:56.78899;1.316668;1.316668;4.116666;0;0;
14:39:56.80199;1.311113;1.311113;4.044444;0;0;
14:39:56.81699;1.305557;1.305557;3.972222;0;0;
14:39:56.81799;1.300002;1.300002;3.9;0;0;
14:39:56.83099;1.294446;1.294446;3.827777;0;0;
14:39:56.84599;1.288891;1.288891;3.755555;0;0;
14:39:56.86099;1.283335;1.283335;3.683333;0;0;
14:39:56.86199;1.27778;1.27778;3.611111;0;0;
14:39:56.87499;1.272224;1.272224;3.538888;0;0;
14:39:56.88599;1.266669;1.266669;3.466666;0;0;
14:39:56.90199;1.261113;1.261113;3.394444;0;0;
14:39:56.91499;1.255558;1.255558;3.322222;0;0;
14:39:56.92999;1.250002;1.250002;3.25;0;0;
14:39:56.93099;1.244447;1.244447;3.177777;0;0;
14:39:56.94399;1.238891;1.238891;3.105555;0;0;
14:39:56.95699;1.233335;1.233335;3.033333;0;0;
14:39:56.97205;1.22778;1.22778;2.961111;0;0;
14:39:56.97306;1.222224;1.222224;2.888888;0;0;
14:39:56.98606;1.216669;1.216669;2.816666;0;0;
14:39:56.99892;1.211113;1.211113;2.744444;0;0;
14:39:57.01300;1.205558;1.205558;2.672222;0;0;
14:39:57.02557;1.200002;1.200002;2.599999;0;0;
