Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched;Point`s of stimul`s start time :14:39:41.19952: Delay before stimul appears :0: Velocity :6.685058:
14:39:41.22352;-1.5;1.5;6.5;0;0;
14:39:41.23452;-1.486667;1.488889;6.427778;0;0;
14:39:41.24952;-1.473333;1.477778;6.355556;0;0;
14:39:41.25052;-1.46;1.466667;6.283333;0;0;
14:39:41.26352;-1.446667;1.455555;6.211111;0;0;
14:39:41.27852;-1.433333;1.444444;6.138889;0;0;
14:39:41.29352;-1.42;1.433333;6.066667;0;0;
14:39:41.29452;-1.406667;1.422222;5.994444;0;0;
14:39:41.30552;-1.393333;1.411111;5.922222;0;0;
14:39:41.32052;-1.38;1.4;5.85;0;0;
14:39:41.33652;-1.366667;1.388889;5.777778;0;0;
14:39:41.34852;-1.353333;1.377777;5.705555;0;0;
14:39:41.35852;-1.34;1.366666;5.633333;0;0;
14:39:41.38252;-1.326667;1.355555;5.561111;0;0;
14:39:41.38352;-1.313334;1.344444;5.488889;0;0;
14:39:41.39552;-1.3;1.333333;5.416667;0;0;
14:39:41.39652;-1.286667;1.322222;5.344444;0;0;
14:39:41.40852;-1.273334;1.311111;5.272222;0;0;
14:39:41.42252;-1.26;1.299999;5.2;0;0;
14:39:41.43552;-1.246667;1.288888;5.127778;0;0;
14:39:41.45052;-1.233334;1.277777;5.055555;0;0;
14:39:41.45152;-1.22;1.266666;4.983333;0;0;
14:39:41.46552;-1.206667;1.255555;4.911111;0;0;
14:39:41.47752;-1.193334;1.244444;4.838889;0;0;
14:39:41.49252;-1.18;1.233333;4.766666;0;0;
14:39:41.50652;-1.166667;1.222221;4.694444;0;0;
14:39:41.50752;-1.153334;1.21111;4.622222;0;0;
14:39:41.52152;-1.14;1.199999;4.55;0;0;
14:39:41.53454;-1.126667;1.188888;4.477777;0;0;
14:39:41.54952;-1.113334;1.177777;4.405555;0;0;
14:39:41.55052;-1.1;1.166666;4.333333;0;0;
14:39:41.56252;-1.086667;1.155555;4.261111;0;0;
