Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched;Point`s of stimul`s start time :14:39:54.88971: Delay before stimul appears :0: Velocity :6.519202:
14:39:54.91671;-1.5;1.5;6.5;0;0;
14:39:54.91771;-1.494444;1.5;6.427778;0;0;
14:39:54.92771;-1.488889;1.5;6.355556;0;0;
14:39:54.94271;-1.483333;1.5;6.283333;0;0;
14:39:54.95771;-1.477778;1.5;6.211111;0;0;
14:39:54.97171;-1.472222;1.5;6.138889;0;0;
14:39:54.97171;-1.466667;1.5;6.066667;0;0;
14:39:54.98571;-1.461111;1.5;5.994444;0;0;
14:39:54.99871;-1.455556;1.5;5.922222;0;0;
14:39:55.01171;-1.45;1.5;5.85;0;0;
14:39:55.02671;-1.444445;1.5;5.777778;0;0;
14:39:55.02771;-1.438889;1.5;5.705555;0;0;
14:39:55.04071;-1.433334;1.5;5.633333;0;0;
14:39:55.05171;-1.427778;1.5;5.561111;0;0;
14:39:55.06871;-1.422223;1.5;5.488889;0;0;
14:39:55.08171;-1.416667;1.5;5.416667;0;0;
14:39:55.09771;-1.411112;1.5;5.344444;0;0;
14:39:55.09771;-1.405556;1.5;5.272222;0;0;
14:39:55.10971;-1.400001;1.5;5.2;0;0;
14:39:55.12271;-1.394445;1.5;5.127778;0;0;
14:39:55.13771;-1.38889;1.5;5.055555;0;0;
14:39:55.15073;-1.383334;1.5;4.983333;0;0;
14:39:55.15173;-1.377779;1.5;4.911111;0;0;
14:39:55.16471;-1.372223;1.5;4.838889;0;0;
14:39:55.17873;-1.366668;1.5;4.766666;0;0;
14:39:55.19771;-1.361112;1.5;4.694444;0;0;
14:39:55.19873;-1.355557;1.5;4.622222;0;0;
14:39:55.22071;-1.350001;1.5;4.55;0;0;
14:39:55.22071;-1.344446;1.5;4.477777;0;0;
14:39:55.23571;-1.33889;1.5;4.405555;0;0;
14:39:55.24871;-1.333335;1.5;4.333333;0;0;
14:39:55.26171;-1.327779;1.5;4.261111;0;0;
14:39:55.26271;-1.322224;1.5;4.188889;0;0;
14:39:55.27671;-1.316668;1.5;4.116666;0;0;
14:39:55.28971;-1.311113;1.5;4.044444;0;0;
14:39:55.30471;-1.305557;1.5;3.972222;0;0;
14:39:55.30571;-1.300002;1.5;3.9;0;0;
14:39:55.31973;-1.294446;1.5;3.827777;0;0;
14:39:55.33271;-1.288891;1.5;3.755555;0;0;
14:39:55.34571;-1.283335;1.5;3.683333;0;0;
14:39:55.35871;-1.27778;1.5;3.611111;0;0;
14:39:55.37471;-1.272224;1.5;3.538888;0;0;
14:39:55.37571;-1.266669;1.5;3.466666;0;0;
14:39:55.38871;-1.261113;1.5;3.394444;0;0;
14:39:55.40271;-1.255558;1.5;3.322222;0;0;
14:39:55.41471;-1.250002;1.5;3.25;0;0;
14:39:55.43071;-1.244447;1.5;3.177777;0;0;
14:39:55.43071;-1.238891;1.5;3.105555;0;0;
14:39:55.44471;-1.233335;1.5;3.033333;0;0;
14:39:55.45671;-1.22778;1.5;2.961111;0;0;
14:39:55.47071;-1.222224;1.5;2.888888;0;0;
14:39:55.48371;-1.216669;1.5;2.816666;0;0;
14:39:55.48471;-1.211113;1.5;2.744444;0;0;
14:39:55.49871;-1.205558;1.5;2.672222;0;0;
14:39:55.51271;-1.200002;1.5;2.599999;0;0;
14:39:55.52671;-1.194447;1.5;2.527777;0;0;
14:39:55.54171;-1.188891;1.5;2.455555;0;0;
14:39:55.54271;-1.183336;1.5;2.383333;0;0;
14:39:55.55471;-1.17778;1.5;2.31111;0;0;
14:39:55.56871;-1.172225;1.5;2.238888;0;0;
14:39:55.58371;-1.166669;1.5;2.166666;0;0;
14:39:55.58471;-1.161114;1.5;2.094444;0;0;
14:39:55.59671;-1.155558;1.5;2.022222;0;0;
14:39:55.60971;-1.150003;1.5;1.949999;0;0;
14:39:55.62271;-1.144447;1.5;1.877777;0;0;
14:39:55.63871;-1.138892;1.5;1.805555;0;0;
14:39:55.63871;-1.133336;1.5;1.733333;0;0;
14:39:55.65271;-1.127781;1.5;1.66111;0;0;
14:39:55.66671;-1.122225;1.5;1.588888;0;0;
14:39:55.68071;-1.11667;1.5;1.516665;0;0;
14:39:55.69371;-1.111114;1.5;1.444444;0;0;
14:39:55.69471;-1.105559;1.5;1.372221;0;0;
14:39:55.70771;-1.100003;1.5;1.299999;0;0;
14:39:55.72071;-1.094448;1.5;1.227777;0;0;
14:39:55.73471;-1.088892;1.5;1.155555;0;0;
14:39:55.74971;-1.083337;1.5;1.083333;0;0;
14:39:55.75071;-1.077781;1.5;1.01111;0;0;
14:39:55.76371;-1.072226;1.5;0.9388881;0;0;
14:39:55.77771;-1.06667;1.5;0.8666658;0;0;
14:39:55.79071;-1.061115;1.5;0.7944436;0;0;
14:39:55.80571;-1.055559;1.5;0.7222214;0;0;
14:39:55.80571;-1.050004;1.5;0.6499991;0;0;
14:39:55.81671;-1.044448;1.5;0.5777769;0;0;
14:39:55.83271;-1.038893;1.5;0.5055547;0;0;
14:39:55.84671;-1.033337;1.5;0.433332;0;0;
14:39:55.85871;-1.027782;1.5;0.3611102;0;0;
14:39:55.87471;-1.022226;1.5;0.288888;0;0;
14:39:55.87471;-1.016671;1.5;0.2166657;0;0;
14:39:55.88871;-1.011115;1.5;0.1444435;0;0;
14:39:55.90271;-1.00556;1.5;0.07222128;0;0;
14:39:55.91471;-1.000004;1.5;-9.536743E-07;0;0;
14:39:55.92525;-0.9944485;1.5;-0.07222319;0;0;
14:39:55.94325;-0.9888929;1.5;-0.1444454;0;0;
14:39:55.94425;-0.9833373;1.5;-0.2166677;0;0;
