Timestamp;Position.x;Position.y;Position.z;Is_false_stimul;Is_catched;Point`s of stimul`s start time :14:41:19.98786: Delay before stimul appears :0: Velocity :6.637771:
14:41:20.01523;1.5;1.5;6.5;0;0;
14:41:20.03092;1.49;1.488889;6.427778;0;0;
14:41:20.03188;1.48;1.477778;6.355556;0;0;
14:41:20.04289;1.47;1.466667;6.283333;0;0;
14:41:20.06002;1.46;1.455555;6.211111;0;0;
14:41:20.07110;1.45;1.444444;6.138889;0;0;
14:41:20.08410;1.44;1.433333;6.066667;0;0;
14:41:20.08509;1.43;1.422222;5.994444;0;0;
14:41:20.09929;1.42;1.411111;5.922222;0;0;
14:41:20.11280;1.41;1.4;5.85;0;0;
14:41:20.12882;1.4;1.388889;5.777778;0;0;
14:41:20.12980;1.39;1.377777;5.705555;0;0;
14:41:20.14280;1.38;1.366666;5.633333;0;0;
14:41:20.15485;1.37;1.355555;5.561111;0;0;
14:41:20.16885;1.36;1.344444;5.488889;0;0;
14:41:20.18283;1.35;1.333333;5.416667;0;0;
14:41:20.18385;1.34;1.322222;5.344444;0;0;
14:41:20.19683;1.33;1.311111;5.272222;0;0;
14:41:20.20983;1.32;1.299999;5.2;0;0;
14:41:20.22483;1.31;1.288888;5.127778;0;0;
14:41:20.23983;1.3;1.277777;5.055555;0;0;
14:41:20.24083;1.29;1.266666;4.983333;0;0;
14:41:20.25183;1.28;1.255555;4.911111;0;0;
14:41:20.26683;1.27;1.244444;4.838889;0;0;
14:41:20.27883;1.26;1.233333;4.766666;0;0;
14:41:20.29383;1.25;1.222221;4.694444;0;0;
14:41:20.30884;1.24;1.21111;4.622222;0;0;
14:41:20.30983;1.23;1.199999;4.55;0;0;
14:41:20.32085;1.22;1.188888;4.477777;0;0;
14:41:20.33683;1.21;1.177777;4.405555;0;0;
14:41:20.35083;1.2;1.166666;4.333333;0;0;
14:41:20.35183;1.19;1.155555;4.261111;0;0;
14:41:20.36383;1.18;1.144444;4.188889;0;0;
14:41:20.37785;1.17;1.133332;4.116666;0;0;
14:41:20.39383;1.16;1.122221;4.044444;0;0;
14:41:20.39483;1.15;1.11111;3.972222;0;0;
